dex_num,key,name,base_species,forme,types,abilities,base_stats,prevo,evolves_to,evo_type,evo_level,evo_item,evo_condition,form_flags,required_item,required_move,required_ability,battle_only,changes_from,has_learnset_entry,levelup_move_count_runtime,wild_moves_lvl50,generate_pokemon_lvl50,generate_error,catch_info_runtime_exact,catch_info_data_exists,gain_info_runtime_exact,gain_info_data_exists,ability_entity_metadata_linked,missing_categories,notes
188,Skiploom,Skiploom,,,Grass/Flying,Chlorophyll|Leaf Guard|Infiltrator,hp=55/atk=45/def=50/spa=45/spd=65/spe=80,Hoppip,Jumpluff,,18,,,,,,,,,True,20,worryseed|bounce|gigadrain|cottonspore,True,,True,True,True,True,False,,
189,Jumpluff,Jumpluff,,,Grass/Flying,Chlorophyll|Leaf Guard|Infiltrator,hp=75/atk=55/def=70/spa=55/spd=95/spe=110,Skiploom,,,27,,,,,,,,,True,20,bounce|megadrain|cottonspore|gigadrain,True,,True,True,True,True,False,,
190,Aipom,Aipom,,,Normal,Run Away|Pickup|Skill Link,hp=55/atk=70/def=55/spa=40/spd=55/spe=85,,Ambipom,,,,,,,,,,,True,14,screech|lastresort|swift|doublehit,True,,True,True,True,True,False,evolution_levelMove_not_supported:Ambipom,Ambipom: levelMove not supported
191,Sunkern,Sunkern,,,Grass,Chlorophyll|Solar Power|Early Bird,hp=30/atk=30/def=30/spa=30/spd=30/spe=30,,Sunflora,,,,,,,,,,,True,17,seedbomb|gigadrain|synthesis|solarbeam,True,,True,True,True,True,False,,
192,Sunflora,Sunflora,,,Grass,Chlorophyll|Solar Power|Early Bird,hp=75/atk=75/def=55/spa=105/spd=85/spe=30,Sunkern,,useItem,,Sun Stone,,,,,,,,True,20,petalblizzard|leafstorm|solarbeam|petaldance,True,,True,True,True,True,False,,
193,Yanma,Yanma,,,Bug/Flying,Speed Boost|Compound Eyes|Frisk,hp=65/atk=65/def=45/spa=75/spd=45/spe=95,,Yanmega,,,,,,,,,,,True,18,uturn|wingattack|bugbite|aircutter,True,,True,True,True,True,False,evolution_levelMove_not_supported:Yanmega,Yanmega: levelMove not supported
194,Wooper,Wooper,,,Water/Ground,Damp|Water Absorb|Unaware,hp=55/atk=45/def=45/spa=25/spd=25/spe=15,,Quagsire,,,,,,,,,,,True,15,muddywater|raindance|earthquake|aquatail,True,,True,True,True,True,False,,
194,Wooperpaldea,Wooper-Paldea,Wooper,Paldea,Poison/Ground,Poison Point|Water Absorb|Unaware,hp=55/atk=45/def=45/spa=25/spd=25/spe=15,,Clodsire,,,,,baseSpecies|forme=Paldea,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
195,Quagsire,Quagsire,,,Water/Ground,Damp|Water Absorb|Unaware,hp=95/atk=85/def=85/spa=65/spd=65/spe=35,Wooper,,,20,,,,,,,,,True,15,raindance|earthquake|muddywater|aquatail,True,,True,True,True,True,False,,
196,Espeon,Espeon,,,Psychic,Synchronize|Magic Bounce,hp=65/atk=65/def=60/spa=130/spd=95/spe=110,Eevee,,levelFriendship,,,during the day,,,,,,,True,23,futuresight|psychic|powerswap|psybeam,True,,True,True,True,True,False,,
197,Umbreon,Umbreon,,,Dark,Synchronize|Inner Focus,hp=95/atk=65/def=110/spa=60/spd=130/spe=65,Eevee,,levelFriendship,,,at night,,,,,,,True,26,assurance|darkpulse|feintattack|pursuit,True,,True,True,True,True,False,,
198,Murkrow,Murkrow,,,Dark/Flying,Insomnia|Super Luck|Prankster,hp=60/atk=85/def=42/spa=85/spd=42/spe=91,,Honchkrow,,,,,,,,,,,True,16,suckerpunch|tailwind|foulplay|taunt,True,,True,True,True,True,False,,
199,Slowking,Slowking,,,Water/Psychic,Oblivious|Own Tempo|Regenerator,hp=95/atk=75/def=80/spa=100/spd=110/spe=30,Slowpoke,,trade,,King's Rock,,,,,,,,True,24,psychic|healpulse|raindance|zenheadbutt,True,,True,True,True,True,False,,
199,Slowkinggalar,Slowking-Galar,Slowking,Galar,Poison/Psychic,Curious Medicine|Own Tempo|Regenerator,hp=95/atk=65/def=80/spa=110/spd=110/spe=30,Slowpoke-Galar,,useItem,,Galarica Wreath,,baseSpecies|forme=Galar,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
200,Misdreavus,Misdreavus,,,Ghost,Levitate,hp=60/atk=60/def=60/spa=85/spd=85/spe=85,,Mismagius,,,,,,,,,,,True,15,grudge|shadowball|hex|confuseray,True,,True,True,True,True,False,,
201,Unown,Unown,,,Psychic,Levitate,hp=48/atk=72/def=48/spa=72/spd=48/spe=48,,,,,,,,,,,,,True,1,hiddenpower,True,,True,True,True,True,False,,
202,Wobbuffet,Wobbuffet,,,Psychic,Shadow Tag|Telepathy,hp=190/atk=33/def=58/spa=33/spd=58/spe=33,Wynaut,,,15,,,,,,,,,True,8,Tackle|amnesia|counter|destinybond,True,,True,True,True,True,False,,
203,Girafarig,Girafarig,,,Normal/Psychic,Inner Focus|Early Bird|Sap Sipper,hp=70/atk=80/def=65/spa=90/spd=65/spe=85,,Farigiraf,,,,,,,,,,,True,18,psychic|psybeam|batonpass|zenheadbutt,True,,True,True,True,True,False,evolution_levelMove_not_supported:Farigiraf,Farigiraf: levelMove not supported
204,Pineco,Pineco,,,Bug,Sturdy|Overcoat,hp=50/atk=65/def=90/spa=35/spd=35/spe=15,,Forretress,,,,,,,,,,,True,16,bugbite|doubleedge|spikes|gyroball,True,,True,True,True,True,False,,
205,Forretress,Forretress,,,Bug/Steel,Sturdy|Overcoat,hp=75/atk=90/def=140/spa=60/spd=60/spe=40,Pineco,,,31,,,,,,,,,True,22,gyroball|irondefense|autotomize|mirrorshot,True,,True,True,True,True,False,,
206,Dunsparce,Dunsparce,,,Normal,Serene Grace|Run Away|Rattled,hp=100/atk=70/def=70/spa=65/spd=65/spe=45,,Dudunsparce|Dudunsparce-Three-Segment,,,,,,,,,,,True,23,flail|endeavor|doubleedge|endure,True,,True,True,True,True,False,evolution_levelMove_not_supported:Dudunsparce; evolution_target_not_resolved_by_current_lookup:Dudunsparce-Three-Segment; evolution_levelMove_not_supported:Dudunsparce-Three-Segment; evolution_branching_selection_partial,Dudunsparce: levelMove not supported Dudunsparce-Three-Segment: current evolution lookup cannot resolve canonical/form name Dudunsparce-Three-Segment: levelMove not supported branching evolution selection is only partial
207,Gligar,Gligar,,,Ground/Flying,Hyper Cutter|Sand Veil|Immunity,hp=65/atk=75/def=105/spa=35/spd=65/spe=85,,Gliscor,,,,,,,,,,,True,17,acrobatics|sandattack|swordsdance|guillotine,True,,True,True,True,True,False,evolution_levelHold_not_supported:Gliscor,Gliscor: levelHold not supported
208,Steelix,Steelix,,,Steel/Ground,Rock Head|Sturdy|Sheer Force,hp=75/atk=85/def=200/spa=55/spd=65/spe=30,Onix,,trade,,Metal Coat,,,,,,,,True,28,irontail|dig|sandtomb|gyroball,True,,True,True,True,True,False,,
208,Steelixmega,Steelix-Mega,Steelix,Mega,Steel/Ground,Sand Force,hp=75/atk=125/def=230/spa=55/spd=95/spe=30,,,,,,,baseSpecies|forme=Mega|requiredItem,Steelixite,,,,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing,
209,Snubbull,Snubbull,,,Fairy,Intimidate|Run Away|Rattled,hp=60/atk=80/def=50/spa=40/spd=40/spe=30,,Granbull,,,,,,,,,,,True,18,playrough|charm|crunch|takedown,True,,True,True,True,True,False,,
210,Granbull,Granbull,,,Fairy,Intimidate|Quick Feet|Rattled,hp=90/atk=120/def=75/spa=60/spd=60/spe=45,Snubbull,,,23,,,,,,,,,True,19,playrough|charm|takedown|rage,True,,True,True,True,True,False,,
211,Qwilfish,Qwilfish,,,Water/Poison,Poison Point|Swift Swim|Intimidate,hp=65/atk=95/def=85/spa=55/spd=55/spe=85,,,,,,,,,,,,,True,22,poisonjab|aquatail|toxic|hydropump,True,,True,True,True,True,False,,
211,Qwilfishhisui,Qwilfish-Hisui,Qwilfish,Hisui,Dark/Poison,Poison Point|Swift Swim|Intimidate,hp=65/atk=95/def=85/spa=55/spd=55/spe=85,,Overqwil,,,,,baseSpecies|forme=Hisui,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_other_not_supported:Overqwil,Overqwil: other not supported
212,Scizor,Scizor,,,Bug/Steel,Swarm|Technician|Light Metal,hp=70/atk=130/def=100/spa=55/spd=80/spe=65,Scyther,,trade,,Metal Coat,,,,,,,,True,22,ironhead|furycutter|irondefense|xscissor,True,,True,True,True,True,False,,
212,Scizormega,Scizor-Mega,Scizor,Mega,Bug/Steel,Technician,hp=70/atk=150/def=140/spa=65/spd=100/spe=75,,,,,,,baseSpecies|forme=Mega|requiredItem,Scizorite,,,,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing,
213,Shuckle,Shuckle,,,Bug/Rock,Sturdy|Gluttony|Contrary,hp=20/atk=10/def=230/spa=10/spd=230/spe=5,,,,,,,,,,,,,True,19,stickyweb|stoneedge|bugbite|rockslide,True,,True,True,True,True,False,,
214,Heracross,Heracross,,,Bug/Fighting,Swarm|Guts|Moxie,hp=80/atk=125/def=75/spa=40/spd=95/spe=85,,,,,,,,,,,,,True,21,megahorn|reversal|closecombat|pinmissile,True,,True,True,True,True,False,,
214,Heracrossmega,Heracross-Mega,Heracross,Mega,Bug/Fighting,Skill Link,hp=80/atk=185/def=115/spa=40/spd=105/spe=75,,,,,,,baseSpecies|forme=Mega|requiredItem,Heracronite,,,,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing,
215,Sneasel,Sneasel,,,Dark/Ice,Inner Focus|Keen Eye|Pickpocket,hp=55/atk=95/def=55/spa=35/spd=75/spe=115,,Weavile,,,,,,,,,,,True,16,iceshard|punishment|icywind|beatup,True,,True,True,True,True,False,evolution_levelHold_not_supported:Weavile,Weavile: levelHold not supported
215,Sneaselhisui,Sneasel-Hisui,Sneasel,Hisui,Fighting/Poison,Inner Focus|Keen Eye|Pickpocket,hp=55/atk=95/def=55/spa=35/spd=75/spe=115,,Sneasler,,,,,baseSpecies|forme=Hisui,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_levelHold_not_supported:Sneasler,Sneasler: levelHold not supported
216,Teddiursa,Teddiursa,,,Normal,Pickup|Quick Feet|Honey Gather,hp=60/atk=80/def=50/spa=50/spd=50/spe=40,,Ursaring,,,,,,,,,,,True,18,thrash|snore|slash|playnice,True,,True,True,True,True,False,,
217,Ursaring,Ursaring,,,Normal,Guts|Quick Feet|Unnerve,hp=90/atk=130/def=75/spa=75/spd=75/spe=55,Teddiursa,Ursaluna,,30,,,,,,,,,True,18,snore|thrash|scaryface|slash,True,,True,True,True,True,False,evolution_other_not_supported:Ursaluna,Ursaluna: other not supported
218,Slugma,Slugma,,,Fire,Magma Armor|Flame Body|Weak Armor,hp=40/atk=40/def=40/spa=70/spd=40/spe=20,,Magcargo,,,,,,,,,,,True,16,flamethrower|lavaplume|incinerate|flameburst,True,,True,True,True,True,False,,
219,Magcargo,Magcargo,,,Fire/Rock,Magma Armor|Flame Body|Weak Armor,hp=60/atk=50/def=120/spa=90/spd=80/spe=30,Slugma,,,38,,,,,,,,,True,17,rockslide|lavaplume|flamethrower|ancientpower,True,,True,True,True,True,False,,
220,Swinub,Swinub,,,Ice/Ground,Oblivious|Snow Cloak|Thick Fat,hp=50/atk=50/def=40/spa=30/spd=30/spe=50,,Piloswine,,,,,,,,,,,True,15,blizzard|earthquake|mist|icywind,True,,True,True,True,True,False,,
221,Piloswine,Piloswine,,,Ice/Ground,Oblivious|Snow Cloak|Thick Fat,hp=100/atk=100/def=80/spa=60/spd=60/spe=50,Swinub,Mamoswine,,33,,,,,,,,,True,21,mist|earthquake|icywind|icefang,True,,True,True,True,True,False,evolution_levelMove_not_supported:Mamoswine,Mamoswine: levelMove not supported
222,Corsola,Corsola,,,Water/Rock,Hustle|Natural Cure|Regenerator,hp=65/atk=55/def=95/spa=65/spd=95/spe=35,,,,,,,,,,,,,True,20,ancientpower|powergem|aquaring|lifedew,True,,True,True,True,True,False,,
222,Corsolagalar,Corsola-Galar,Corsola,Galar,Ghost,Weak Armor|Cursed Body,hp=60/atk=55/def=100/spa=65/spd=100/spe=30,,Cursola,,,,,baseSpecies|forme=Galar,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
223,Remoraid,Remoraid,,,Water,Hustle|Sniper|Moody,hp=35/atk=65/def=35/spa=65/spd=35/spe=65,,Octillery,,,,,,,,,,,True,14,soak|hydropump|waterpulse|bubblebeam,True,,True,True,True,True,False,,
224,Octillery,Octillery,,,Water,Suction Cups|Sniper|Moody,hp=75/atk=105/def=75/spa=105/spd=75/spe=45,Remoraid,,,25,,,,,,,,,True,20,soak|hydropump|octazooka|bubblebeam,True,,True,True,True,True,False,,
225,Delibird,Delibird,,,Ice/Flying,Vital Spirit|Hustle|Insomnia,hp=45/atk=55/def=45/spa=65/spd=45/spe=75,,,,,,,,,,,,,True,2,drillpeck|present,True,,True,True,True,True,False,,
226,Mantine,Mantine,,,Water/Flying,Swift Swim|Water Absorb|Water Veil,hp=85/atk=40/def=70/spa=80/spd=140/spe=70,Mantyke,,levelExtra,,,with a Remoraid in party,,,,,,,True,20,hydropump|aquaring|bounce|waterpulse,True,,True,True,True,True,False,,
227,Skarmory,Skarmory,,,Steel/Flying,Keen Eye|Sturdy|Weak Armor,hp=65/atk=80/def=140/spa=40/spd=70/spe=70,,,,,,,,,,,,,True,21,autotomize|irondefense|metalsound|airslash,True,,True,True,True,True,False,,
228,Houndour,Houndour,,,Dark/Fire,Early Bird|Flash Fire|Unnerve,hp=45/atk=60/def=30/spa=80/spd=50/spe=65,,Houndoom,,,,,,,,,,,True,19,crunch|flamethrower|embargo|foulplay,True,,True,True,True,True,False,,
229,Houndoom,Houndoom,,,Dark/Fire,Early Bird|Flash Fire|Unnerve,hp=75/atk=90/def=50/spa=110/spd=80/spe=95,Houndour,,,24,,,,,,,,,True,20,flamethrower|foulplay|embargo|feintattack,True,,True,True,True,True,False,,
229,Houndoommega,Houndoom-Mega,Houndoom,Mega,Dark/Fire,Solar Power,hp=75/atk=90/def=90/spa=140/spd=90/spe=115,,,,,,,baseSpecies|forme=Mega|requiredItem,Houndoominite,,,,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing,
230,Kingdra,Kingdra,,,Water/Dragon,Swift Swim|Sniper|Damp,hp=75/atk=95/def=95/spa=95/spd=95/spe=85,Seadra,,trade,,Dragon Scale,,,,,,,,True,19,dragondance|dragonpulse|hydropump|waterpulse,True,,True,True,True,True,False,,
231,Phanpy,Phanpy,,,Ground,Pickup|Sand Veil,hp=90/atk=60/def=60/spa=40/spd=40/spe=40,,Donphan,,,,,,,,,,,True,14,bulldoze|doubleedge|endure|lastresort,True,,True,True,True,True,False,,
232,Donphan,Donphan,,,Ground,Sturdy|Sand Veil,hp=90/atk=120/def=120/spa=60/spd=60/spe=50,Phanpy,,,25,,,,,,,,,True,19,earthquake|magnitude|stompingtantrum|bulldoze,True,,True,True,True,True,False,,
233,Porygon2,Porygon2,,,Normal,Trace|Download|Analytic,hp=85/atk=80/def=90/spa=105/spd=95/spe=60,Porygon,Porygon-Z,trade,,Up-Grade,,,,,,,,True,17,lockon|triattack|recycle|recover,True,,True,True,True,True,False,evolution_target_not_resolved_by_current_lookup:Porygon-Z; evolution_trade_not_supported:Porygon-Z,Porygon-Z: current evolution lookup cannot resolve canonical/form name Porygon-Z: trade evolution not supported
234,Stantler,Stantler,,,Normal,Intimidate|Frisk|Sap Sipper,hp=73/atk=95/def=62/spa=85/spd=65/spe=85,,Wyrdeer,,,,,,,,,,,True,16,captivate|takedown|stomp|leer,True,,True,True,True,True,False,evolution_other_not_supported:Wyrdeer,Wyrdeer: other not supported
235,Smeargle,Smeargle,,,Normal,Own Tempo|Technician|Moody,hp=55/atk=20/def=35/spa=20/spd=45/spe=75,,,,,,,,,,,,,True,1,Tackle,True,,True,True,True,True,False,,
236,Tyrogue,Tyrogue,,,Fighting,Guts|Steadfast|Vital Spirit,hp=35/atk=35/def=35/spa=35/spd=35/spe=35,,Hitmonlee|Hitmonchan|Hitmontop,,,,,,,,,,,True,5,fakeout|focusenergy|foresight|helpinghand,True,,True,True,True,True,False,evolution_level_extra_conditions_ignored:Hitmonlee:evoCondition; evolution_level_extra_conditions_ignored:Hitmonchan:evoCondition; evolution_level_extra_conditions_ignored:Hitmontop:evoCondition; evolution_branching_selection_partial,Hitmonlee: level path ignores evoCondition Hitmonchan: level path ignores evoCondition Hitmontop: level path ignores evoCondition branching evolution selection is only partial
237,Hitmontop,Hitmontop,,,Fighting,Intimidate|Technician|Steadfast,hp=50/atk=95/def=95/spa=35/spd=110/spe=70,Tyrogue,,,20,,with an Atk stat equal to its Def stat,,,,,,,True,21,detect|quickguard|counter|closecombat,True,,True,True,True,True,False,,
238,Smoochum,Smoochum,,,Ice/Psychic,Oblivious|Forewarn|Hydration,hp=45/atk=30/def=15/spa=85/spd=65/spe=65,,Jynx,,,,,,,,,,,True,17,blizzard|psychic|avalanche|icepunch,True,,True,True,True,True,False,,
239,Elekid,Elekid,,,Electric,Static|Vital Spirit,hp=45/atk=63/def=37/spa=65/spd=55/spe=95,,Electabuzz,,,,,,,,,,,True,15,thunder|thunderbolt|discharge|thunderpunch,True,,True,True,True,True,False,,
240,Magby,Magby,,,Fire,Flame Body|Vital Spirit,hp=45/atk=75/def=37/spa=70/spd=55/spe=83,,Magmar,,,,,,,,,,,True,17,fireblast|sunnyday|flamethrower|lavaplume,True,,True,True,True,True,False,,
241,Miltank,Miltank,,,Normal,Thick Fat|Scrappy|Sap Sipper,hp=95/atk=80/def=105/spa=40/spd=70/spe=100,,,,,,,,,,,,,True,17,healbell|bodyslam|milkdrink|captivate,True,,True,True,True,True,False,,
242,Blissey,Blissey,,,Normal,Natural Cure|Serene Grace|Healer,hp=255/atk=10/def=10/spa=75/spd=135/spe=55,Chansey,,levelFriendship,,,,,,,,,,True,26,lastresort|doubleedge|softboiled|eggbomb,True,,True,True,True,True,False,,
243,Raikou,Raikou,,,Electric,Pressure|Inner Focus,hp=90/atk=85/def=75/spa=115/spd=100/spe=115,,,,,,,,,,,,,True,18,thunderfang|spark|thundershock|charge,True,,True,True,True,True,False,,
244,Entei,Entei,,,Fire,Pressure|Inner Focus,hp=115/atk=115/def=85/spa=90/spd=75/spe=100,,,,,,,,,,,,,True,21,firefang|flamethrower|firespin|ember,True,,True,True,True,True,False,,
245,Suicune,Suicune,,,Water,Pressure|Inner Focus,hp=100/atk=75/def=115/spa=90/spd=115/spe=85,,,,,,,,,,,,,True,21,raindance|bubblebeam|waterpulse|hydropump,True,,True,True,True,True,False,,
246,Larvitar,Larvitar,,,Rock/Ground,Guts|Sand Veil,hp=50/atk=64/def=50/spa=45/spd=50/spe=41,,Pupitar,,,,,,,,,,,True,18,earthquake|stoneedge|sandstorm|smackdown,True,,True,True,True,True,False,,
247,Pupitar,Pupitar,,,Rock/Ground,Shed Skin,hp=70/atk=84/def=70/spa=65/spd=70/spe=51,Larvitar,Tyranitar,,30,,,,,,,,,True,19,sandstorm|earthquake|stoneedge|smackdown,True,,True,True,True,True,False,,
248,Tyranitar,Tyranitar,,,Rock/Dark,Sand Stream|Unnerve,hp=100/atk=134/def=110/spa=95/spd=100/spe=61,Pupitar,,,55,,,,,,,,,True,23,sandstorm|crunch|payback|stoneedge,True,,True,True,True,True,False,,
248,Tyranitarmega,Tyranitar-Mega,Tyranitar,Mega,Rock/Dark,Sand Stream,hp=100/atk=164/def=150/spa=95/spd=120/spe=71,,,,,,,baseSpecies|forme=Mega|requiredItem,Tyranitarite,,,,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing,
249,Lugia,Lugia,,,Psychic/Flying,Pressure|Multiscale,hp=106/atk=90/def=130/spa=90/spd=154/spe=110,,,,,,,,,,,,,True,18,aeroblast|extrasensory|calmmind|gust,True,,True,True,True,True,False,,
250,Hooh,Ho-Oh,,,Fire/Flying,Pressure|Regenerator,hp=106/atk=130/def=90/spa=110/spd=154/spe=90,,,,,,,,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing,
251,Celebi,Celebi,,,Psychic/Grass,Natural Cure,hp=100/atk=100/def=100/spa=100/spd=100/spe=100,,,,,,,,,,,,,True,15,leechseed|futuresight|magicalleaf|confusion,True,,True,True,True,True,False,,
252,Treecko,Treecko,,,Grass,Overgrow|Unburden,hp=40/atk=45/def=35/spa=65/spd=55/spe=70,,Grovyle,,,,,,,,,,,True,18,gigadrain|leafstorm|energyball|megadrain,True,,True,True,True,True,False,,
253,Grovyle,Grovyle,,,Grass,Overgrow|Unburden,hp=50/atk=65/def=45/spa=85/spd=65/spe=95,Treecko,Sceptile,,16,,,,,,,,,True,22,leafblade|gigadrain|megadrain|absorb,True,,True,True,True,True,False,,
254,Sceptile,Sceptile,,,Grass,Overgrow|Unburden,hp=70/atk=85/def=65/spa=105/spd=85/spe=120,Grovyle,,,36,,,,,,,,,True,25,leafblade|gigadrain|megadrain|absorb,True,,True,True,True,True,False,,
254,Sceptilemega,Sceptile-Mega,Sceptile,Mega,Grass/Dragon,Lightning Rod,hp=70/atk=110/def=75/spa=145/spd=85/spe=145,,,,,,,baseSpecies|forme=Mega|requiredItem,Sceptilite,,,,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing,
255,Torchic,Torchic,,,Fire,Blaze|Speed Boost,hp=45/atk=60/def=40/spa=70/spd=50/spe=45,,Combusken,,,,,,,,,,,True,19,flamethrower|flareblitz|flameburst|firespin,True,,True,True,True,True,False,,
256,Combusken,Combusken,,,Fire/Fighting,Blaze|Speed Boost,hp=60/atk=85/def=60/spa=85/spd=60/spe=55,Torchic,Blaziken,,16,,,,,,,,,True,21,reversal|skyuppercut|bulkup|blazekick,True,,True,True,True,True,False,,
257,Blaziken,Blaziken,,,Fire/Fighting,Blaze|Speed Boost,hp=80/atk=120/def=70/spa=110/spd=70/spe=80,Combusken,,,36,,,,,,,,,True,24,bulkup|reversal|blazekick|flamecharge,True,,True,True,True,True,False,,
257,Blazikenmega,Blaziken-Mega,Blaziken,Mega,Fire/Fighting,Speed Boost,hp=80/atk=160/def=80/spa=130/spd=80/spe=100,,,,,,,baseSpecies|forme=Mega|requiredItem,Blazikenite,,,,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing,
258,Mudkip,Mudkip,,,Water,Torrent|Damp,hp=50/atk=70/def=50/spa=50/spd=50/spe=40,,Marshtomp,,,,,,,,,,,True,20,hydropump|whirlpool|surf|waterpulse,True,,True,True,True,True,False,,
259,Marshtomp,Marshtomp,,,Water/Ground,Torrent|Damp,hp=70/atk=85/def=70/spa=60/spd=70/spe=50,Mudkip,Swampert,,16,,,,,,,,,True,23,earthquake|muddywater|mudbomb|mudsport,True,,True,True,True,True,False,,
260,Swampert,Swampert,,,Water/Ground,Torrent|Damp,hp=100/atk=110/def=90/spa=85/spd=90/spe=60,Marshtomp,,,36,,,,,,,,,True,24,muddywater|mudbomb|mudsport|waterpulse,True,,True,True,True,True,False,,
260,Swampertmega,Swampert-Mega,Swampert,Mega,Water/Ground,Swift Swim,hp=100/atk=150/def=110/spa=95/spd=110/spe=70,,,,,,,baseSpecies|forme=Mega|requiredItem,Swampertite,,,,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing,
261,Poochyena,Poochyena,,,Dark,Run Away|Quick Feet|Rattled,hp=35/atk=55/def=35/spa=30/spd=30/spe=35,,Mightyena,,,,,,,,,,,True,18,suckerpunch|thief|embargo|crunch,True,,True,True,True,True,False,,
