dex_key,name,num,type,category,base_power,accuracy,pp,priority,target,flags,coverage_status,mechanics,contract_count,contracts,callbacks,is_nonstandard
fishiousrend,Fishious Rend,755,Water,Physical,85,100,10,0,normal,bite; contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,basePowerCallback=Fishiousrend.basePowerCallback,Past
Fishiousrend,Fishious Rend,755,Water,Physical,85,100,10,0,normal,bite; contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,basePowerCallback=Fishiousrend.basePowerCallback,Past
fissure,Fissure,90,Ground,Physical,0,30,5,0,normal,metronome; mirror; nonsky; protect,mechanic_contract,random_branch,0,,,
Fissure,Fissure,90,Ground,Physical,0,30,5,0,normal,metronome; mirror; nonsky; protect,mechanic_contract,random_branch,0,,,
flail,Flail,175,Normal,Physical,0,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage,0,,basePowerCallback=Flail.basePowerCallback,
Flail,Flail,175,Normal,Physical,0,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage,0,,basePowerCallback=Flail.basePowerCallback,
flameburst,Flame Burst,481,Fire,Special,70,100,15,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onAfterSubDamage=Flameburst.onAfterSubDamage; onHit=Flameburst.onHit,Past
Flameburst,Flame Burst,481,Fire,Special,70,100,15,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onAfterSubDamage=Flameburst.onAfterSubDamage; onHit=Flameburst.onHit,Past
flamecharge,Flame Charge,488,Fire,Physical,50,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; secondary_effect,0,,,
Flamecharge,Flame Charge,488,Fire,Physical,50,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; secondary_effect,0,,,
flamethrower,Flamethrower,53,Fire,Special,90,100,15,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Flamethrower,Flamethrower,53,Fire,Special,90,100,15,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
flamewheel,Flame Wheel,172,Fire,Physical,60,100,25,0,normal,contact; defrost; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Flamewheel,Flame Wheel,172,Fire,Physical,60,100,25,0,normal,contact; defrost; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
flareblitz,Flare Blitz,394,Fire,Physical,120,100,15,0,normal,contact; defrost; metronome; mirror; protect,mechanic_contract,damage; random_branch; recoil; secondary_effect; status_outcome,0,,,
Flareblitz,Flare Blitz,394,Fire,Physical,120,100,15,0,normal,contact; defrost; metronome; mirror; protect,mechanic_contract,damage; random_branch; recoil; secondary_effect; status_outcome,0,,,
flash,Flash,148,Normal,Status,0,100,20,0,normal,metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,Past
Flash,Flash,148,Normal,Status,0,100,20,0,normal,metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,Past
flashcannon,Flash Cannon,430,Steel,Special,80,100,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Flashcannon,Flash Cannon,430,Steel,Special,80,100,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
flatter,Flatter,260,Dark,Status,0,100,15,0,normal,allyanim; metronome; mirror; protect; reflectable,mechanic_contract,stat_boost; volatile,0,,,
Flatter,Flatter,260,Dark,Status,0,100,15,0,normal,allyanim; metronome; mirror; protect; reflectable,mechanic_contract,stat_boost; volatile,0,,,
fleurcannon,Fleur Cannon,705,Fairy,Special,130,90,5,0,normal,mirror; protect,mechanic_contract,damage; random_branch; stat_boost,0,,,
Fleurcannon,Fleur Cannon,705,Fairy,Special,130,90,5,0,normal,mirror; protect,mechanic_contract,damage; random_branch; stat_boost,0,,,
fling,Fling,374,Dark,Physical,0,100,10,0,normal,allyanim; metronome; mirror; noparentalbond; protect,explicit_contract,callback_behavior,1,fling uses held item power and consumes the item,onAfterHit=Fling.onAfterHit; onPrepareHit=Fling.onPrepareHit,
Fling,Fling,374,Dark,Physical,0,100,10,0,normal,allyanim; metronome; mirror; noparentalbond; protect,explicit_contract,callback_behavior,1,fling uses held item power and consumes the item,onAfterHit=Fling.onAfterHit; onPrepareHit=Fling.onPrepareHit,
flipturn,Flip Turn,812,Water,Physical,60,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; self_switch,0,,,
Flipturn,Flip Turn,812,Water,Physical,60,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; self_switch,0,,,
floatyfall,Floaty Fall,731,Flying,Physical,90,95,15,0,normal,contact; gravity; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,LGPE
Floatyfall,Floaty Fall,731,Flying,Physical,90,95,15,0,normal,contact; gravity; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,LGPE
floralhealing,Floral Healing,666,Fairy,Status,0,True,10,0,normal,allyanim; heal; metronome; protect; reflectable,explicit_contract,callback_behavior,1,floral healing restores half of target max hp,onHit=Floralhealing.onHit,
Floralhealing,Floral Healing,666,Fairy,Status,0,True,10,0,normal,allyanim; heal; metronome; protect; reflectable,explicit_contract,callback_behavior,1,floral healing restores half of target max hp,onHit=Floralhealing.onHit,
flowershield,Flower Shield,579,Fairy,Status,0,True,10,0,all,distance; metronome,explicit_contract,callback_behavior,1,flower shield boosts grass defense,,Past
Flowershield,Flower Shield,579,Fairy,Status,0,True,10,0,all,distance; metronome,explicit_contract,callback_behavior,1,flower shield boosts grass defense,,Past
flowertrick,Flower Trick,870,Grass,Physical,70,True,10,0,normal,metronome; mirror; protect,mechanic_contract,damage,0,,,
Flowertrick,Flower Trick,870,Grass,Physical,70,True,10,0,normal,metronome; mirror; protect,mechanic_contract,damage,0,,,
fly,Fly,19,Flying,Physical,90,95,15,0,any,charge; contact; distance; failinstruct; gravity; metronome; mirror; noassist; nosleeptalk; protect,mechanic_contract,callback_behavior; damage; random_branch,0,,onTryMove=Fly.onTryMove,
Fly,Fly,19,Flying,Physical,90,95,15,0,any,charge; contact; distance; failinstruct; gravity; metronome; mirror; noassist; nosleeptalk; protect,mechanic_contract,callback_behavior; damage; random_branch,0,,onTryMove=Fly.onTryMove,
flyingpress,Flying Press,560,Fighting,Physical,100,95,10,0,any,contact; distance; gravity; metronome; mirror; nonsky; protect,mechanic_contract,callback_behavior; damage; random_branch,0,,,
Flyingpress,Flying Press,560,Fighting,Physical,100,95,10,0,any,contact; distance; gravity; metronome; mirror; nonsky; protect,mechanic_contract,callback_behavior; damage; random_branch,0,,,
focusblast,Focus Blast,411,Fighting,Special,120,70,5,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Focusblast,Focus Blast,411,Fighting,Special,120,70,5,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
focusenergy,Focus Energy,116,Normal,Status,0,True,30,0,self,metronome; snatch,mechanic_contract,volatile,0,,,
Focusenergy,Focus Energy,116,Normal,Status,0,True,30,0,self,metronome; snatch,mechanic_contract,volatile,0,,,
focuspunch,Focus Punch,264,Fighting,Physical,150,100,20,-3,normal,contact; failcopycat; failinstruct; failmefirst; noassist; nosleeptalk; protect; punch,mechanic_contract,callback_behavior; damage; priority,0,,,
Focuspunch,Focus Punch,264,Fighting,Physical,150,100,20,-3,normal,contact; failcopycat; failinstruct; failmefirst; noassist; nosleeptalk; protect; punch,mechanic_contract,callback_behavior; damage; priority,0,,,
followme,Follow Me,266,Normal,Status,0,True,20,2,self,failcopycat; noassist,mechanic_contract,callback_behavior; priority; volatile,0,,onTry=Followme.onTry,
Followme,Follow Me,266,Normal,Status,0,True,20,2,self,failcopycat; noassist,mechanic_contract,callback_behavior; priority; volatile,0,,onTry=Followme.onTry,
forcepalm,Force Palm,395,Fighting,Physical,60,100,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Forcepalm,Force Palm,395,Fighting,Physical,60,100,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
foresight,Foresight,193,Normal,Status,0,True,40,0,normal,bypasssub; metronome; mirror; protect; reflectable,mechanic_contract,callback_behavior; volatile,0,,onTryHit=Foresight.onTryHit,Past
Foresight,Foresight,193,Normal,Status,0,True,40,0,normal,bypasssub; metronome; mirror; protect; reflectable,mechanic_contract,callback_behavior; volatile,0,,onTryHit=Foresight.onTryHit,Past
forestscurse,Forest's Curse,571,Grass,Status,0,100,20,0,normal,allyanim; metronome; mirror; protect; reflectable,explicit_contract,callback_behavior,1,forest's curse adds grass typing,onHit=Forestscurse.onHit,
Forestscurse,Forest's Curse,571,Grass,Status,0,100,20,0,normal,allyanim; metronome; mirror; protect; reflectable,explicit_contract,callback_behavior,1,forest's curse adds grass typing,onHit=Forestscurse.onHit,
foulplay,Foul Play,492,Dark,Physical,95,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
Foulplay,Foul Play,492,Dark,Physical,95,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
freezedry,Freeze-Dry,573,Ice,Special,70,100,20,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; damage; random_branch; secondary_effect; status_outcome,0,,,
Freezedry,Freeze-Dry,573,Ice,Special,70,100,20,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; damage; random_branch; secondary_effect; status_outcome,0,,,
freezeshock,Freeze Shock,553,Ice,Physical,140,90,5,0,normal,charge; failinstruct; mirror; nosleeptalk; protect,mechanic_contract,callback_behavior; damage; random_branch; secondary_effect; status_outcome,0,,onTryMove=Freezeshock.onTryMove,
Freezeshock,Freeze Shock,553,Ice,Physical,140,90,5,0,normal,charge; failinstruct; mirror; nosleeptalk; protect,mechanic_contract,callback_behavior; damage; random_branch; secondary_effect; status_outcome,0,,onTryMove=Freezeshock.onTryMove,
freezingglare,Freezing Glare,821,Psychic,Special,90,100,10,0,normal,mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Freezingglare,Freezing Glare,821,Psychic,Special,90,100,10,0,normal,mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
freezyfrost,Freezy Frost,739,Ice,Special,100,90,10,0,normal,mirror; protect,mechanic_contract,callback_behavior; damage; random_branch,0,,onHit=Freezyfrost.onHit,LGPE
Freezyfrost,Freezy Frost,739,Ice,Special,100,90,10,0,normal,mirror; protect,mechanic_contract,callback_behavior; damage; random_branch,0,,onHit=Freezyfrost.onHit,LGPE
frenzyplant,Frenzy Plant,338,Grass,Special,150,90,5,0,normal,metronome; mirror; nonsky; protect; recharge,mechanic_contract,damage; random_branch; volatile,0,,,
Frenzyplant,Frenzy Plant,338,Grass,Special,150,90,5,0,normal,metronome; mirror; nonsky; protect; recharge,mechanic_contract,damage; random_branch; volatile,0,,,
frostbreath,Frost Breath,524,Ice,Special,60,90,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
Frostbreath,Frost Breath,524,Ice,Special,60,90,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
frustration,Frustration,218,Normal,Physical,0,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage,0,,basePowerCallback=Frustration.basePowerCallback,Past
Frustration,Frustration,218,Normal,Physical,0,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage,0,,basePowerCallback=Frustration.basePowerCallback,Past
furyattack,Fury Attack,31,Normal,Physical,15,85,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
Furyattack,Fury Attack,31,Normal,Physical,15,85,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
furycutter,Fury Cutter,210,Bug,Physical,40,95,20,0,normal,contact; metronome; mirror; protect; slicing,mechanic_contract,callback_behavior; callback_damage; damage; random_branch,0,,basePowerCallback=Furycutter.basePowerCallback,
Furycutter,Fury Cutter,210,Bug,Physical,40,95,20,0,normal,contact; metronome; mirror; protect; slicing,mechanic_contract,callback_behavior; callback_damage; damage; random_branch,0,,basePowerCallback=Furycutter.basePowerCallback,
furyswipes,Fury Swipes,154,Normal,Physical,18,80,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
Furyswipes,Fury Swipes,154,Normal,Physical,18,80,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
fusionbolt,Fusion Bolt,559,Electric,Physical,100,100,5,0,normal,metronome; mirror; protect,explicit_contract,callback_behavior; callback_damage; combo_move; damage,1,fusion bolt combo source move doubles base power,onBasePower=Fusionbolt.onBasePower,
Fusionbolt,Fusion Bolt,559,Electric,Physical,100,100,5,0,normal,metronome; mirror; protect,explicit_contract,callback_behavior; callback_damage; combo_move; damage,1,fusion bolt combo source move doubles base power,onBasePower=Fusionbolt.onBasePower,
fusionflare,Fusion Flare,558,Fire,Special,100,100,5,0,normal,defrost; metronome; mirror; protect,explicit_contract,callback_behavior; callback_damage; combo_move; damage,1,fusion flare combo source move doubles base power,onBasePower=Fusionflare.onBasePower,
Fusionflare,Fusion Flare,558,Fire,Special,100,100,5,0,normal,defrost; metronome; mirror; protect,explicit_contract,callback_behavior; callback_damage; combo_move; damage,1,fusion flare combo source move doubles base power,onBasePower=Fusionflare.onBasePower,
futuresight,Future Sight,248,Psychic,Special,120,100,10,0,normal,allyanim; futuremove; metronome,mechanic_contract,callback_behavior; damage,0,,onTry=Futuresight.onTry,
Futuresight,Future Sight,248,Psychic,Special,120,100,10,0,normal,allyanim; futuremove; metronome,mechanic_contract,callback_behavior; damage,0,,onTry=Futuresight.onTry,
gastroacid,Gastro Acid,380,Poison,Status,0,100,10,0,normal,allyanim; metronome; mirror; protect; reflectable,mechanic_contract,callback_behavior; volatile,0,,onTryHit=Gastroacid.onTryHit,
Gastroacid,Gastro Acid,380,Poison,Status,0,100,10,0,normal,allyanim; metronome; mirror; protect; reflectable,mechanic_contract,callback_behavior; volatile,0,,onTryHit=Gastroacid.onTryHit,
geargrind,Gear Grind,544,Steel,Physical,50,85,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,Past
Geargrind,Gear Grind,544,Steel,Physical,50,85,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,Past
gearup,Gear Up,674,Steel,Status,0,True,20,0,allySide,bypasssub; metronome; snatch,explicit_contract,callback_behavior,1,gear up boosts user's plus or minus offenses,,Past
Gearup,Gear Up,674,Steel,Status,0,True,20,0,allySide,bypasssub; metronome; snatch,explicit_contract,callback_behavior,1,gear up boosts user's plus or minus offenses,,Past
genesissupernova,Genesis Supernova,703,Psychic,Special,185,True,1,0,normal,,mechanic_contract,damage; secondary_effect,0,,,Past
Genesissupernova,Genesis Supernova,703,Psychic,Special,185,True,1,0,normal,,mechanic_contract,damage; secondary_effect,0,,,Past
geomancy,Geomancy,601,Fairy,Status,0,True,10,0,self,charge; failinstruct; metronome; nonsky; nosleeptalk,mechanic_contract,callback_behavior; stat_boost,0,,onTryMove=Geomancy.onTryMove,Past
Geomancy,Geomancy,601,Fairy,Status,0,True,10,0,self,charge; failinstruct; metronome; nonsky; nosleeptalk,mechanic_contract,callback_behavior; stat_boost,0,,onTryMove=Geomancy.onTryMove,Past
gigadrain,Giga Drain,202,Grass,Special,75,100,10,0,normal,heal; metronome; mirror; protect,mechanic_contract,damage; drain,0,,,
Gigadrain,Giga Drain,202,Grass,Special,75,100,10,0,normal,heal; metronome; mirror; protect,mechanic_contract,damage; drain,0,,,
gigaimpact,Giga Impact,416,Normal,Physical,150,90,5,0,normal,contact; metronome; mirror; protect; recharge,mechanic_contract,damage; random_branch; volatile,0,,,
Gigaimpact,Giga Impact,416,Normal,Physical,150,90,5,0,normal,contact; metronome; mirror; protect; recharge,mechanic_contract,damage; random_branch; volatile,0,,,
gigatonhammer,Gigaton Hammer,893,Steel,Physical,160,100,5,0,normal,cantusetwice; metronome; mirror; protect,mechanic_contract,damage,0,,,
